thread_id,messages,sentences,summary
THR000386,6,15,tkt138297 - i want to change my emi date to the 7th of the month. is there any charge for changing the emi date. the new emi date will show in your account once the fresh mandate is active.
THR000387,4,10,am i eligible for a top up on the same home loan. a top up on your home loan is possible after twelve emis have been paid on time. sr738369 - the top up amount depends on the outstanding on your home loan and on your income.
THR000388,6,12,the rate in the sanction letter is the rate that applies to your home loan. i took the home loan only because of the rate i was quoted. the rate quoted to you was the card rate before your profile was scored.
THR000389,6,15,my reference is <application_ref>. my reference is <application_ref>. my reference is <application_ref>.
THR000390,4,11,"a part prepayment of rs 75,000 can reduce either the emi or the tenure on your vehicle loan. is there a prepayment charge on my vehicle loan. the tenure will reduce once the prepayment of rs 75,000 is received."
THR000391,4,10,is my gold loan eligible for a moratorium. this is regarding application <application_ref>. this is regarding application <application_ref>.
THR000392,4,9,a charge of rs 250 has been debited on my gold loan and i was never told about this charge. the charge of rs 250 on your gold loan is a late payment charge. the charge of rs 250 is being reversed on your gold loan.
THR000393,4,10,the name printed on my salary slip does not match the name in your records. tkt114992 - the name mismatch on your salary slip is the reason the kyc is incomplete. my reference is <application_ref>.
THR000394,6,13,i want to change my emi date to the 7th of the month. the emi date can be moved to the 7th from the next cycle. ref578837 - the new emi date will show in your account once the fresh mandate is active.
THR000395,4,10,"tkt548796 - is my vehicle loan eligible for a moratorium. interest keeps adding during the moratorium, so the tenure on your vehicle loan goes up. the moratorium on your vehicle loan is decided within five working days."
THR000396,6,16,the rate in the sanction letter is the rate that applies to your home loan. my reference is <application_ref>. my reference is <application_ref>.
THR000397,6,16,this is regarding application <application_ref>. this is regarding application <application_ref>. this is regarding application <application_ref>.
THR000398,4,8,"does a part prepayment reduce the emi or the tenure. a part prepayment of rs 100,000 can reduce either the emi or the tenure on your home loan. the tenure will reduce once the prepayment of rs 100,000 is received."
THR000399,6,14,for a balance transfer of your vehicle loan we issue a foreclosure letter. is there a charge for the balance transfer. please issue the foreclosure letter for my vehicle loan.
THR000400,4,9,we are sorry that your earlier mails on the home loan went unanswered. tkt206581 - escalation is fine but i still have no answer on my home loan. the answer on your home loan will be given on that call.
THR000401,6,12,the name printed on my income proof does not match the name in your records. the name mismatch on your income proof is the reason the kyc is incomplete. sr641434 - i have attached the corrected income proof with the right name.
THR000402,6,14,the emi bounced because the mandate on your bank account has expired. a fresh mandate has to be registered before the next emi is presented. case483199 - the july emi will be presented again once the fresh mandate is active.
THR000403,6,15,this is regarding application <application_ref>. this is regarding application <application_ref>. this is regarding application <application_ref>.
THR000404,4,10,tkt336740 - a charge of rs 250 has been debited on my gold loan and i was never told about this charge. ref742451 - the charge of rs 250 on your gold loan is a late payment charge. the charge of rs 250 is being reversed on your gold loan.
THR000405,6,15,the salary slip i uploaded was rejected. this is regarding application <application_ref>. will my vehicle loan sanction be delayed because the salary slip was rejected once.
THR000406,4,10,ref300106 - i want to change my emi date to the 15th of the month. tkt459905 - the emi date can be moved to the 15th from the next cycle. is there any charge for changing the emi date.
THR000407,4,10,is my gold loan eligible for a moratorium. this is regarding application <application_ref>. this is regarding application <application_ref>.
THR000408,4,9,a charge of rs 250 has been debited on my home loan and i was never told about this charge. the charge of rs 250 on your home loan is a late payment charge. the charge of rs 250 is being reversed on your home loan.
THR000409,4,9,i was asked for a salary slip for my gold loan but i have already submitted it once. a salary slip has to be submitted again for this gold loan. the branch will scan the salary slip and attach it to your gold loan application.
THR000410,4,10,"a part prepayment of rs 150,000 can reduce either the emi or the tenure on your vehicle loan. is there a prepayment charge on my vehicle loan. the tenure will reduce once the prepayment of rs 150,000 is received."
THR000411,6,16,this is regarding application <application_ref>. this is regarding application <application_ref>. this is regarding application <application_ref>.
THR000412,6,15,the branch told me one interest rate on my personal loan and the sanction letter shows a different rate. the rate in the sanction letter is the rate that applies to your personal loan. i took the personal loan only because of the rate i was quoted.
THR000413,6,13,the name printed on my bank statement does not match the name in your records. the name mismatch on your bank statement is the reason the kyc is incomplete. ref803585 - i have attached the corrected bank statement with the right name.
THR000414,4,10,"a part prepayment of rs 150,000 can reduce either the emi or the tenure on your vehicle loan. is there a prepayment charge on my vehicle loan. the tenure will reduce once the prepayment of rs 150,000 is received."
THR000415,6,14,am i eligible for a top up on the same gold loan. a top up on your gold loan is possible after twelve emis have been paid on time. tkt664203 - the top up amount depends on the outstanding on your gold loan and on your income.
THR000416,4,10,this is regarding application <application_ref>. the charge of rs 500 on your personal loan is a late payment charge. the charge of rs 500 is being reversed on your personal loan.
THR000417,4,10,the name printed on my address proof does not match the name in your records. the name mismatch on your address proof is the reason the kyc is incomplete. i have attached the corrected address proof with the right name.
THR000418,6,14,i want to change my emi date to the 10th of the month. is there any charge for changing the emi date. sr515839 - the new emi date will show in your account once the fresh mandate is active.
THR000419,4,8,"is my home loan eligible for a moratorium. interest keeps adding during the moratorium, so the tenure on your home loan goes up. the moratorium on your home loan is decided within five working days."
THR000420,4,10,a charge of rs 750 has been debited on my vehicle loan and i was never told about this charge. the charge of rs 750 on your vehicle loan is a late payment charge. the charge of rs 750 is being reversed on your vehicle loan.
THR000421,4,9,why is the same salary slip being asked for again. a salary slip has to be submitted again for this home loan. the branch will scan the salary slip and attach it to your home loan application.
THR000422,6,15,the emi bounced because the mandate on your bank account has expired. a fresh mandate has to be registered before the next emi is presented. the may emi will be presented again once the fresh mandate is active.
THR000423,4,10,for a balance transfer of your vehicle loan we issue a foreclosure letter. is there a charge for the balance transfer. there is no charge on a floating rate vehicle loan for a balance transfer.
THR000424,4,10,case295081 - a charge of rs 500 has been debited on my home loan and i was never told about this charge. the charge of rs 500 on your home loan is a late payment charge. the charge of rs 500 is being reversed on your home loan.
THR000425,6,14,my reference is <application_ref>. the name mismatch on your income proof is the reason the kyc is incomplete. my reference is <application_ref>.
THR000426,4,10,i want to change my emi date to the 10th of the month. sr927732 - the emi date can be moved to the 10th from the next cycle. is there any charge for changing the emi date.
THR000427,6,16,this is regarding application <application_ref>. a top up on your gold loan is possible after twelve emis have been paid on time. this is regarding application <application_ref>.
THR000428,6,13,the branch told me one interest rate on my home loan and the sanction letter shows a different rate. the rate in the sanction letter is the rate that applies to your home loan. i took the home loan only because of the rate i was quoted.
THR000429,6,15,the salary slip i uploaded was rejected. the salary slip was rejected because only one page of the document was uploaded. will my home loan sanction be delayed because the salary slip was rejected once.
THR000430,6,15,the emi bounced because the mandate on your bank account has expired. a fresh mandate has to be registered before the next emi is presented. the may emi will be presented again once the fresh mandate is active.
THR000431,6,14,am i eligible for a top up on the same personal loan. sr919544 - a top up on your personal loan is possible after twelve emis have been paid on time. the top up amount depends on the outstanding on your personal loan and on your income.
THR000432,4,10,the branch told me one interest rate on my gold loan and the sanction letter shows a different rate. the rate in the sanction letter is the rate that applies to your gold loan. the rate quoted to you was the card rate before your profile was scored.
THR000433,6,13,the name printed on my bank statement does not match the name in your records. the name mismatch on your bank statement is the reason the kyc is incomplete. i have attached the corrected bank statement with the right name.
THR000434,4,10,"a part prepayment of rs 150,000 can reduce either the emi or the tenure on your vehicle loan. is there a prepayment charge on my vehicle loan. the tenure will reduce once the prepayment of rs 150,000 is received."
THR000435,4,9,"ref910733 - is my vehicle loan eligible for a moratorium. interest keeps adding during the moratorium, so the tenure on your vehicle loan goes up. the moratorium on your vehicle loan is decided within five working days."
THR000436,6,13,the answer on your home loan will be given on that call. i received the call and the issue on my home loan is clear now. thank you for confirming that the home loan issue is clear.
THR000437,4,12,my reference is <application_ref>. the income proof i uploaded was rejected. my reference is <application_ref>.
THR000438,6,14,the emi bounced because the mandate on your bank account has expired. a fresh mandate has to be registered before the next emi is presented. tkt777961 - the june emi will be presented again once the fresh mandate is active.
THR000439,4,10,"is my vehicle loan eligible for a moratorium. interest keeps adding during the moratorium, so the tenure on your vehicle loan goes up. the moratorium on your vehicle loan is decided within three working days."
THR000440,6,15,my reference is <application_ref>. my reference is <application_ref>. case114906 - i received the call and the issue on my vehicle loan is clear now.
THR000441,4,9,sr465234 - i was asked for a address proof for my gold loan but i have already submitted it once. a address proof has to be submitted again for this gold loan. the branch will scan the address proof and attach it to your gold loan application.
THR000442,6,14,i want to change my emi date to the 15th of the month. is there any charge for changing the emi date. the new emi date will show in your account once the fresh mandate is active.
THR000443,4,10,for a balance transfer of your personal loan we issue a foreclosure letter. is there a charge for the balance transfer. there is no charge on a floating rate personal loan for a balance transfer.
THR000444,6,13,the answer on your personal loan will be given on that call. i received the call and the issue on my personal loan is clear now. thank you for confirming that the personal loan issue is clear.
THR000445,4,10,the income proof i uploaded was rejected. can you tell me why the income proof was rejected. the income proof was rejected because the scanned copy was not clearly readable.
THR000446,4,8,"does a part prepayment reduce the emi or the tenure. case785684 - a part prepayment of rs 50,000 can reduce either the emi or the tenure on your gold loan. the tenure will reduce once the prepayment of rs 50,000 is received."
THR000447,4,10,"tkt185045 - is my vehicle loan eligible for a moratorium. interest keeps adding during the moratorium, so the tenure on your vehicle loan goes up. the moratorium on your vehicle loan is decided within three working days."
THR000448,6,13,the branch told me one interest rate on my home loan and the sanction letter shows a different rate. the rate in the sanction letter is the rate that applies to your home loan. i took the home loan only because of the rate i was quoted.
THR000449,4,11,the pan card i uploaded was rejected. can you tell me why the pan card was rejected. the pan card was rejected because the scanned copy was not clearly readable.
THR000450,4,9,tkt324010 - i want to change my emi date to the 10th of the month. the emi date can be moved to the 10th from the next cycle. is there any charge for changing the emi date.
THR000451,6,14,tkt700675 - for a balance transfer of your gold loan we issue a foreclosure letter. is there a charge for the balance transfer. please issue the foreclosure letter for my gold loan.
THR000452,4,9,escalation is fine but i still have no answer on my personal loan. ref142642 - the service manager will call you on your registered number within three working days. the answer on your personal loan will be given on that call.
THR000453,6,12,the name printed on my salary slip does not match the name in your records. the name mismatch on your salary slip is the reason the kyc is incomplete. i have attached the corrected salary slip with the right name.
THR000454,4,8,"ref634848 - a part prepayment of rs 200,000 can reduce either the emi or the tenure on your vehicle loan. is there a prepayment charge on my vehicle loan. the tenure will reduce once the prepayment of rs 200,000 is received."
THR000455,4,10,"is my home loan eligible for a moratorium. interest keeps adding during the moratorium, so the tenure on your home loan goes up. the moratorium on your home loan is decided within five working days."
THR000456,6,15,my reference is <application_ref>. my reference is <application_ref>. i received the call and the issue on my gold loan is clear now.
THR000457,4,9,i was asked for a address proof for my vehicle loan but i have already submitted it once. a address proof has to be submitted again for this vehicle loan. the branch will scan the address proof and attach it to your vehicle loan application.
THR000458,6,15,tkt386786 - i want to change my emi date to the 10th of the month. is there any charge for changing the emi date. sr669098 - the new emi date will show in your account once the fresh mandate is active.
THR000459,4,9,for a balance transfer of your personal loan we issue a foreclosure letter. is there a charge for the balance transfer. there is no charge on a floating rate personal loan for a balance transfer.
THR000460,4,10,the rate in the sanction letter is the rate that applies to your gold loan. i took the gold loan only because of the rate i was quoted. sr162432 - the rate quoted to you was the card rate before your profile was scored.
THR000461,4,9,why is the same address proof being asked for again. a address proof has to be submitted again for this personal loan. the branch will scan the address proof and attach it to your personal loan application.
THR000462,4,11,my reference is <application_ref>. a fresh mandate has to be registered before the next emi is presented. my reference is <application_ref>.
THR000463,4,10,is my home loan eligible for a moratorium. this is regarding application <application_ref>. this is regarding application <application_ref>.
THR000464,6,14,case830267 - the branch told me one interest rate on my vehicle loan and the sanction letter shows a different rate. the rate in the sanction letter is the rate that applies to your vehicle loan. i took the vehicle loan only because of the rate i was quoted.
THR000465,4,12,this is regarding application <application_ref>. my reference is <application_ref>. this is regarding application <application_ref>.
THR000466,6,14,sr158650 - i want to change my emi date to the 15th of the month. is there any charge for changing the emi date. the new emi date will show in your account once the fresh mandate is active.
THR000467,6,15,for a balance transfer of your home loan we issue a foreclosure letter. is there a charge for the balance transfer. please issue the foreclosure letter for my home loan.
THR000468,6,15,sr540818 - the branch told me one interest rate on my gold loan and the sanction letter shows a different rate. the rate in the sanction letter is the rate that applies to your gold loan. i took the gold loan only because of the rate i was quoted.
THR000469,4,8,sr650287 - i was asked for a income proof for my gold loan but i have already submitted it once. a income proof has to be submitted again for this gold loan. the branch will scan the income proof and attach it to your gold loan application.
THR000470,6,13,ref637655 - the emi bounced because the mandate on your bank account has expired. a fresh mandate has to be registered before the next emi is presented. ref118779 - the july emi will be presented again once the fresh mandate is active.
THR000471,4,9,a top up on your personal loan is possible after twelve emis have been paid on time. every emi on that personal loan has been paid on time. tkt471448 - the top up amount depends on the outstanding on your personal loan and on your income.
THR000472,6,13,the answer on your gold loan will be given on that call. i received the call and the issue on my gold loan is clear now. thank you for confirming that the gold loan issue is clear.
THR000473,6,12,the income proof i uploaded was rejected. the income proof was rejected because the document had already expired. ref371844 - will my personal loan sanction be delayed because the income proof was rejected once.
THR000474,4,12,my reference is <application_ref>. my reference is <application_ref>. this is regarding application <application_ref>.
THR000475,4,10,"is my gold loan eligible for a moratorium. interest keeps adding during the moratorium, so the tenure on your gold loan goes up. the moratorium on your gold loan is decided within five working days."
THR000476,4,11,the charge of rs 250 on your home loan is a late payment charge. my reference is <application_ref>. the charge of rs 250 is being reversed on your home loan.
THR000477,4,12,my reference is <application_ref>. the name mismatch on your income proof is the reason the kyc is incomplete. my reference is <application_ref>.
THR000478,4,8,"a part prepayment of rs 300,000 can reduce either the emi or the tenure on your vehicle loan. is there a prepayment charge on my vehicle loan. the tenure will reduce once the prepayment of rs 300,000 is received."
THR000479,4,9,"sr599600 - is my vehicle loan eligible for a moratorium. interest keeps adding during the moratorium, so the tenure on your vehicle loan goes up. the moratorium on your vehicle loan is decided within five working days."
THR000480,6,15,this is regarding application <application_ref>. ref215251 - i received the call and the issue on my home loan is clear now. this is regarding application <application_ref>.
THR000481,6,13,the name printed on my income proof does not match the name in your records. the name mismatch on your income proof is the reason the kyc is incomplete. i have attached the corrected income proof with the right name.
THR000482,6,15,i want to change my emi date to the 7th of the month. is there any charge for changing the emi date. the new emi date will show in your account once the fresh mandate is active.
THR000483,4,11,case218423 - is my vehicle loan eligible for a moratorium. this is regarding application <application_ref>. this is regarding application <application_ref>.
THR000484,6,14,this is regarding application <application_ref>. the answer on your gold loan will be given on that call. i received the call and the issue on my gold loan is clear now.
THR000485,6,12,the name printed on my income proof does not match the name in your records. the name mismatch on your income proof is the reason the kyc is incomplete. i have attached the corrected income proof with the right name.
THR000486,6,12,i want to change my emi date to the 7th of the month. the emi date can be moved to the 7th from the next cycle. the new emi date will show in your account once the fresh mandate is active.
THR000487,4,9,"is my vehicle loan eligible for a moratorium. interest keeps adding during the moratorium, so the tenure on your vehicle loan goes up. the moratorium on your vehicle loan is decided within seven working days."
THR000488,4,10,we are sorry that your earlier mails on the vehicle loan went unanswered. escalation is fine but i still have no answer on my vehicle loan. the answer on your vehicle loan will be given on that call.
THR000489,4,12,the bank statement i uploaded was rejected. this is regarding application <application_ref>. this is regarding application <application_ref>.
THR000490,4,11,"a part prepayment of rs 75,000 can reduce either the emi or the tenure on your home loan. is there a prepayment charge on my home loan. the tenure will reduce once the prepayment of rs 75,000 is received."
THR000491,4,9,for a balance transfer of your personal loan we issue a foreclosure letter. is there a charge for the balance transfer. there is no charge on a floating rate personal loan for a balance transfer.
THR000492,4,8,we are sorry that your earlier mails on the home loan went unanswered. case786938 - the service manager will call you on your registered number within two working days. the answer on your home loan will be given on that call.
THR000493,4,10,i was asked for a pan card for my gold loan but i have already submitted it once. a pan card has to be submitted again for this gold loan. the branch will scan the pan card and attach it to your gold loan application.
THR000494,4,10,i want to change my emi date to the 15th of the month. sr623205 - the emi date can be moved to the 15th from the next cycle. is there any charge for changing the emi date.
THR000495,6,15,this is regarding application <application_ref>. this is regarding application <application_ref>. this is regarding application <application_ref>.
THR000496,6,15,this is regarding application <application_ref>. tkt541734 - i received the call and the issue on my home loan is clear now. this is regarding application <application_ref>.
THR000497,4,9,the name printed on my bank statement does not match the name in your records. tkt512841 - the name mismatch on your bank statement is the reason the kyc is incomplete. i have attached the corrected bank statement with the right name.
THR000498,6,14,the emi date can be moved to the 10th from the next cycle. is there any charge for changing the emi date. the new emi date will show in your account once the fresh mandate is active.
THR000499,4,8,"is my personal loan eligible for a moratorium. interest keeps adding during the moratorium, so the tenure on your personal loan goes up. the moratorium on your personal loan is decided within seven working days."
THR000500,6,13,the rate in the sanction letter is the rate that applies to your personal loan. i took the personal loan only because of the rate i was quoted. the rate quoted to you was the card rate before your profile was scored.
THR000501,4,10,why is the same bank statement being asked for again. a bank statement has to be submitted again for this home loan. the branch will scan the bank statement and attach it to your home loan application.
THR000502,4,11,my reference is <application_ref>. the emi bounced because the mandate on your bank account has expired. my reference is <application_ref>.
THR000503,4,11,is my vehicle loan eligible for a moratorium. this is regarding application <application_ref>. this is regarding application <application_ref>.
THR000504,6,14,the answer on your gold loan will be given on that call. i received the call and the issue on my gold loan is clear now. thank you for confirming that the gold loan issue is clear.
THR000505,4,8,tkt705196 - i was asked for a pan card for my home loan but i have already submitted it once. a pan card has to be submitted again for this home loan. the branch will scan the pan card and attach it to your home loan application.
THR000506,4,10,"ref897781 - a part prepayment of rs 300,000 can reduce either the emi or the tenure on your personal loan. is there a prepayment charge on my personal loan. the tenure will reduce once the prepayment of rs 300,000 is received."
THR000507,4,12,my reference is <application_ref>. my reference is <application_ref>. this is regarding application <application_ref>.
THR000508,4,9,a charge of rs 500 has been debited on my vehicle loan and i was never told about this charge. the charge of rs 500 on your vehicle loan is a late payment charge. the charge of rs 500 is being reversed on your vehicle loan.
THR000509,4,10,this is regarding application <application_ref>. a bank statement has to be submitted again for this personal loan. the branch will scan the bank statement and attach it to your personal loan application.
THR000510,4,10,"sr143721 - a part prepayment of rs 150,000 can reduce either the emi or the tenure on your personal loan. is there a prepayment charge on my personal loan. the tenure will reduce once the prepayment of rs 150,000 is received."
THR000511,4,9,for a balance transfer of your personal loan we issue a foreclosure letter. is there a charge for the balance transfer. there is no charge on a floating rate personal loan for a balance transfer.
THR000512,6,17,this is regarding application <application_ref>. this is regarding application <application_ref>. this is regarding application <application_ref>.
THR000513,4,12,this is regarding application <application_ref>. my reference is <application_ref>. this is regarding application <application_ref>.
THR000514,6,14,i want to change my emi date to the 7th of the month. is there any charge for changing the emi date. the new emi date will show in your account once the fresh mandate is active.
THR000515,4,9,"is my vehicle loan eligible for a moratorium. interest keeps adding during the moratorium, so the tenure on your vehicle loan goes up. the moratorium on your vehicle loan is decided within two working days."
THR000516,4,11,this is regarding application <application_ref>. this is regarding application <application_ref>. the answer on your home loan will be given on that call.
THR000517,4,10,i was asked for a bank statement for my vehicle loan but i have already submitted it once. a bank statement has to be submitted again for this vehicle loan. the branch will scan the bank statement and attach it to your vehicle loan application.
THR000518,6,13,sr894069 - the emi bounced because the mandate on your bank account has expired. a fresh mandate has to be registered before the next emi is presented. the may emi will be presented again once the fresh mandate is active.
THR000519,4,11,is my personal loan eligible for a moratorium. this is regarding application <application_ref>. this is regarding application <application_ref>.
THR000520,4,9,a charge of rs 250 has been debited on my home loan and i was never told about this charge. case913739 - the charge of rs 250 on your home loan is a late payment charge. the charge of rs 250 is being reversed on your home loan.
