message_id,message_text,category,urgency,cleaned_text
MSG021149,"Hello, ticket SR-178710 — No hurry, but What is the outstanding balance on my vehicle loan Regards.",payment_issue,low,"ticket <ticket> — no hurry, but what is the outstanding balance on my vehicle loan"
MSG021150,"Hi team, Whenever you get a chance, address changed after shifting Thanks in advance.",kyc,low,"whenever you get a chance, address changed after shifting"
MSG021151,"Dear sir, Please revert within a couple of days. foreclosure amount? Thanks in advance.",payment_issue,medium,please revert within a couple of days. foreclosure amount?
MSG021152,"Dear sir, No hurry, but What is the KYC requirement for a co-applicant on a gold loan Please advise.
Sent from my Android device",kyc,low,"no hurry, but what is the kyc requirement for a co-applicant on a gold loan please advise."
MSG021153,"Hello, I uploaded the document on 13-8-2026. No hurry, but balance transfer from other bank? Thanks in advance. http://bit.ly/loanhelp
Thanks and regards,
Sneha Reddy
Account holder",loan_query,low,"i uploaded the document on 13-8-2026. no hurry, but balance transfer from other bank? thanks in advance. <url>"
MSG021154,"Dear madam, At your convenience, Why should I pay Rs 798,000 penalty when the delay was from your KYC team Please advise.
Thanks and regards,
Sneha Reddy
Account holder",payment_issue,low,"at your convenience, why should i pay rs 798,000 penalty when the delay was from your kyc team please advise."
MSG021155,"Hello, Please treat this as urgent. app keeps crashing Awaiting your response.",complaint,high,please treat this as urgent. app keeps crashing
MSG021156,"Hi team, Please look into this soon. Please send me the payment receipt for my last EMI on LA023985 Thanks in advance.

-----Original Message-----
From: LoanServe Support
Subject: Re: your query
> Thank you for writing in. Your request has been logged and our team
> will revert within 48 working hours.",payment_issue,medium,please look into this soon. please send me the payment receipt for my last emi on <application_ref>
MSG021157,"Dear sir, regarding CASE-976156, Requesting a prompt update. My address proof was rejected and now my home loan is on hold Thanks in advance.",complaint,medium,"regarding <ticket>, requesting a prompt update. my address proof was rejected and now my home loan is on hold"
MSG021158,"Just checking, The auto debit for my home loan did not happen this month
--
Lakshmi Iyer
+91 9582153940",payment_issue,low,"just checking, the auto debit for my home loan did not happen this month"
MSG021159,"Dear madam, No hurry, but want to speak to senior officer",complaint,low,"no hurry, but want to speak to senior officer"
MSG021160,"Dear sir, Requesting a prompt update. part payment of Rs 874,000 Please advise.",payment_issue,medium,"requesting a prompt update. part payment of rs 874,000 please advise."
MSG021161,Please look into this soon. emi amount wrong this month Thanks in advance.,payment_issue,medium,please look into this soon. emi amount wrong this month
MSG021162,"[CASE-200219] At your convenience, need kyc confirmation letter Thanks in advance.",kyc,high,"[<ticket>] at your convenience, need kyc confirmation letter"
MSG021163,"Good morning, my reference is CASE-693252. Just checking, What is the KYC requirement for a co-applicant on a vehicle loan Kindly help.",kyc,low,"my reference is <ticket>. just checking, what is the kyc requirement for a co-applicant on a vehicle loan kindly help."
MSG021164,"Hi team, Immediate attention needed. LA017461 pending too long Regards.",complaint,high,immediate attention needed. <application_ref> pending too long
MSG021165,"Hello, [SR-210914] Please treat this as urgent. Can I add a co-applicant to my personal loan Regards.",loan_query,high,[<ticket>] please treat this as urgent. can i add a co-applicant to my personal loan
MSG021166,"Dear madam, [REF#812707] At your convenience, minimum salary for vehicle loan Thanks in advance.
Best regards,
Deepa Nair",loan_query,low,"[<ticket>] at your convenience, minimum salary for vehicle loan"
MSG021167,"No hurry, but What is the current rate of interest on gold loans Thanks in advance. ❗",loan_query,low,"no hurry, but what is the current rate of interest on gold loans thanks in advance. ❗"
MSG021168,"Dear madam, Just checking, part payment allowed?",loan_query,low,"just checking, part payment allowed?"
MSG021169,"Dear madam, Please revert within a couple of days. The ECS mandate on my vehicle loan has stopped working Thanks in advance.",payment_issue,medium,please revert within a couple of days. the ecs mandate on my vehicle loan has stopped working
MSG021170,"Hello, Please revert within a couple of days. aadhaar not linked Regards.",kyc,medium,please revert within a couple of days. aadhaar not linked
MSG021171,"Hi team, Please treat this as urgent. re kyc notice received Thanks in advance.
--
Imran Qureshi
+91 7820783709",kyc,medium,please treat this as urgent. re kyc notice received
MSG021172,"The amount was deducted on 07-05-2026. At your convenience, I have been charged Rs 57,000 extra and nobody explains the interest rate Regards.",complaint,high,"the amount was deducted on 07-05-2026. at your convenience, i have been charged rs 57,000 extra and nobody explains the interest rate"
MSG021173,"Dear sir, Whenever you get a chance, I have uploaded my documents but the KYC status has not changed Please advise.",kyc,low,"whenever you get a chance, i have uploaded my documents but the kyc status has not changed please advise."
MSG021174,"Dear sir, This needs to be resolved today. ecs bounced Regards.",payment_issue,high,this needs to be resolved today. ecs bounced
MSG021175,"reverse the bounce charge
Sent from my Android device",payment_issue,low,reverse the bounce charge
MSG021176,"Good morning, This is urgent. A late fee of Rs 428,000 was charged even though my KYC was under review Please confirm.",complaint,high,"this is urgent. a late fee of rs 428,000 was charged even though my kyc was under review please confirm."
MSG021177,"Good morning, Please revert within a couple of days. Am I eligible for a top-up of Rs 696,000 on my running loan Please advise.
Thanks and regards,
Imran Qureshi
Account holder",loan_query,low,"please revert within a couple of days. am i eligible for a top-up of rs 696,000 on my running loan please advise."
MSG021178,"Dear madam, Whenever you get a chance, Can I submit my Aadhaar for KYC verification Thanks in advance.",kyc,low,"whenever you get a chance, can i submit my aadhaar for kyc verification"
MSG021179,"No hurry, but what is your lowest rate Awaiting your response.
--
Ravi Kumar
+91 9485425919",loan_query,low,"no hurry, but what is your lowest rate"
MSG021180,"Dear sir, Kindly respond at the earliest. I cannot log in to check my vehicle loan and support is not helping Awaiting your response.",complaint,medium,kindly respond at the earliest. i cannot log in to check my vehicle loan and support is not helping
MSG021181,"Dear madam, Immediate attention needed. I need my EMI date changed, the current date does not suit my salary cycle Please confirm.
--
Imran Qureshi
Sent from my iPhone",payment_issue,high,"immediate attention needed. i need my emi date changed, the current date does not suit my salary cycle please confirm."
MSG021182,"Hello, Requesting a prompt update. aadhaar accepted for kyc? Thanks in advance.",kyc,medium,requesting a prompt update. aadhaar accepted for kyc?
MSG021183,"Dear sir, update nominee details Kindly help.
Sent from my Android device",kyc,low,update nominee details kindly help.
MSG021184,"Hi team, Please revert within a couple of days. How do I register a new mobile number against LA011089 Please advise.",kyc,medium,please revert within a couple of days. how do i register a new mobile number against <application_ref> please advise.
MSG021185,"Dear madam, ticket TKT-800706 — Extremely urgent, please act now. which id proof accepted Kindly help.",kyc,high,"ticket <ticket> — extremely urgent, please act now. which id proof accepted kindly help."
MSG021186,"Dear madam, Kindly respond at the earliest. Is a passport valid as address proof for my KYC Please confirm. https://loanserve.example.com/status?id=REF
Thanks and regards,
Imran Qureshi
Account holder

On 9 Jan 2026 at 11:04, Customer Care <care@loanserve.example> wrote:
> Please share a scanned copy of your address proof so that we can
> proceed with the update.",kyc,medium,kindly respond at the earliest. is a passport valid as address proof for my kyc please confirm. <url>
MSG021187,"Dear madam, Kindly respond at the earliest. periodic kyc due Regards.",kyc,medium,kindly respond at the earliest. periodic kyc due
MSG021188,"Dear madam, Extremely urgent, please act now. payment status for LA992441 Please advise.",payment_issue,high,"extremely urgent, please act now. payment status for <application_ref> please advise."
MSG021189,"Hi team, [CASE-530264] Please look into this soon. My payment was debited twice for the same instalment Awaiting your response.",payment_issue,medium,[<ticket>] please look into this soon. my payment was debited twice for the same instalment
MSG021190,"Hello, I uploaded the document on 23/2/2026. regarding REF#813586, Kindly respond at the earliest. which id proof accepted Please confirm.",kyc,medium,"i uploaded the document on 23/2/2026. regarding <ticket>, kindly respond at the earliest. which id proof accepted please confirm."
MSG021191,"Please revert within a couple of days. My KYC is still pending and now my EMI payment of Rs 711,000 has failed Please confirm.
--
Ravi Kumar
+91 9210536443

-----Original Message-----
From: LoanServe Support
Subject: Re: your query
> Please share a scanned copy of your address proof so that we can
> proceed with the update.",payment_issue,medium,"please revert within a couple of days. my kyc is still pending and now my emi payment of rs 711,000 has failed please confirm."
MSG021192,[CASE-367571] Please revert within a couple of days. I was treated very poorly at your Mumbai branch yesterday Thanks in advance.,complaint,medium,[<ticket>] please revert within a couple of days. i was treated very poorly at your mumbai branch yesterday
MSG021193,"Good morning, Please revert within a couple of days. My KYC is incomplete which is why my instalment did not go through Please confirm.",kyc,medium,please revert within a couple of days. my kyc is incomplete which is why my instalment did not go through please confirm.
MSG021194,"Dear sir, This is urgent. My gold loan is on hold and your team is not responding about my address proof Awaiting your response.",complaint,high,this is urgent. my gold loan is on hold and your team is not responding about my address proof
MSG021195,"Hi team, Please revert within a couple of days. kyc expiry date Awaiting your response.",kyc,medium,please revert within a couple of days. kyc expiry date
MSG021196,"Hello, This is urgent. My KYC is still pending and now my EMI payment of Rs 709,000 has failed Please advise.",kyc,high,"this is urgent. my kyc is still pending and now my emi payment of rs 709,000 has failed please advise."
MSG021197,"Dear madam, Whenever you get a chance, The auto debit for my vehicle loan did not happen this month Please confirm.",payment_issue,low,"whenever you get a chance, the auto debit for my vehicle loan did not happen this month please confirm."
MSG021198,"Good morning, I want to prepay Rs 695,000 but the payment link is not working Awaiting your response.",payment_issue,low,"i want to prepay rs 695,000 but the payment link is not working"
MSG021199,"Good morning, Extremely urgent, please act now. Please explain the interest rate, I think I was overcharged by Rs 290,000 Please confirm.
--
Anil Menon
+91 8198570407

On 9 May 2026 at 11:04, Customer Care <care@loanserve.example> wrote:
> Please share a scanned copy of your address proof so that we can
> proceed with the update.",loan_query,high,"extremely urgent, please act now. please explain the interest rate, i think i was overcharged by rs 290,000 please confirm."
MSG021200,"Dear sir, Please look into this soon. eligible for Rs 653,000 vehicle loan? Thanks in advance.",loan_query,low,"please look into this soon. eligible for rs 653,000 vehicle loan?"
MSG021201,"Good morning, My application LA005425 was rejected without any reason given Please advise.",complaint,medium,my application <application_ref> was rejected without any reason given please advise.
MSG021202,"Dear madam, This needs to be resolved today. eligibility check online? Awaiting your response.",loan_query,medium,this needs to be resolved today. eligibility check online?
MSG021203,"Dear sir, No hurry, but change registered address for LA903139 Kindly help.",kyc,low,"no hurry, but change registered address for <application_ref> kindly help."
MSG021204,Please revert within a couple of days. Can I submit my Aadhaar for KYC verification Awaiting your response.,kyc,medium,please revert within a couple of days. can i submit my aadhaar for kyc verification
MSG021205,"Dear sir, my reference is SR-754824. Please look into this soon. Tell me my outstanding balance, I want to close the gold loan Please confirm.",payment_issue,medium,"my reference is <ticket>. please look into this soon. tell me my outstanding balance, i want to close the gold loan please confirm."
MSG021206,"Dear madam, At your convenience, Update my mobile number, I am not receiving payment reminders Kindly help. 😊

-----Original Message-----
From: LoanServe Support
Subject: Re: your query
> Thank you for writing in. Your request has been logged and our team
> will revert within 48 working hours.",payment_issue,low,"at your convenience, update my mobile number, i am not receiving payment reminders kindly help. 😊"
MSG021207,"Dear sir, Immediate attention needed. What is my outstanding and can I get a top up of Rs 486,000 Thanks in advance.
--
Deepa Nair
+91 7158241637",payment_issue,high,"immediate attention needed. what is my outstanding and can i get a top up of rs 486,000"
MSG021208,"Hi team, regarding REF#151242, Whenever you get a chance, processing fee? Please confirm.",loan_query,low,"regarding <ticket>, whenever you get a chance, processing fee? please confirm."
MSG021209,"Hi team, The last instalment cleared on 14/02/2025. At your convenience, I would like to apply for a top-up on my existing vehicle loan
--
Imran Qureshi
Sent from my iPhone

-----Original Message-----
From: LoanServe Support
Subject: Re: your query
> Please share a scanned copy of your address proof so that we can
> proceed with the update.",loan_query,low,"the last instalment cleared on 14/02/2025. at your convenience, i would like to apply for a top-up on my existing vehicle loan"
MSG021210,"Please revert within a couple of days. This is the third time I am raising the same issue about LA000403 Awaiting your response.
--
Deepa Nair
+91 8450824446",complaint,medium,please revert within a couple of days. this is the third time i am raising the same issue about <application_ref>
MSG021211,"Hello, my reference is REF#702482. This is urgent. correct dob in your system Please advise.",kyc,high,my reference is <ticket>. this is urgent. correct dob in your system please advise.
MSG021212,"Hi team, Requesting a prompt update. What is the KYC requirement for a co-applicant on a gold loan Thanks in advance. 😞",kyc,medium,requesting a prompt update. what is the kyc requirement for a co-applicant on a gold loan thanks in advance. 😞
MSG021213,"Hello, Just checking, how to complete kyc online Awaiting your response.
Thanks and regards,
Sneha Reddy
Account holder",kyc,low,"just checking, how to complete kyc online"
MSG021214,"Good morning, Kindly respond at the earliest. kyc done but still pending Regards.
Thanks and regards,
Lakshmi Iyer
Account holder",kyc,medium,kindly respond at the earliest. kyc done but still pending
MSG021215,"I made the payment on 30/9/2026. [SR-248016] Requesting a prompt update. I need my EMI date changed, the current date does not suit my salary cycle Thanks in advance. 😡",payment_issue,medium,"i made the payment on 30/9/2026. [<ticket>] requesting a prompt update. i need my emi date changed, the current date does not suit my salary cycle thanks in advance. 😡"
MSG021216,"Just checking, documents for kyc verification
--
Sneha Reddy
Sent from my iPhone",kyc,low,"just checking, documents for kyc verification"
MSG021217,"Dear sir, Kindly respond at the earliest. visit Kochi branch for kyc? Kindly help.",kyc,medium,kindly respond at the earliest. visit kochi branch for kyc? kindly help.
MSG021218,"This is urgent. part payment of Rs 478,000 Please confirm. https://loanserve.example.com/ticket",payment_issue,high,"this is urgent. part payment of rs 478,000 please confirm. <url>"
MSG021219,Please revert within a couple of days. video kyc available? Thanks in advance.,kyc,medium,please revert within a couple of days. video kyc available?
MSG021220,"Hello, regarding TKT-577327, At your convenience, eligible for Rs 24,7000 gold loan? Thanks in advance.",loan_query,low,"regarding <ticket>, at your convenience, eligible for rs 24,7000 gold loan?"
MSG021221,"Hi team, Please revert within a couple of days. I have been charged Rs 152,000 extra and nobody explains the interest rate Regards.",loan_query,medium,"please revert within a couple of days. i have been charged rs 152,000 extra and nobody explains the interest rate"
MSG021222,"Dear sir, Whenever you get a chance, foreclosure charges? Regards.",loan_query,low,"whenever you get a chance, foreclosure charges?"
MSG021223,"Dear sir, Just checking, Is a pssport valid as address proof for my KYC",kyc,low,"just checking, is a pssport valid as address proof for my kyc"
MSG021224,"Dear sir, No hurry, but What are the foreclosure charges on a vehicle loan Please advise.",loan_query,low,"no hurry, but what are the foreclosure charges on a vehicle loan please advise."
MSG021225,"Dear sir, This needs to be resolved today. Please explain the interest rate, I think I was overcharged by Rs 288,000 Regards.",complaint,high,"this needs to be resolved today. please explain the interest rate, i think i was overcharged by rs 288,000"
MSG021226,"Dear sir, [TKT-878922] At your convenience, A late fee of Rs 831,000 was charged even though my KYC was under review Kindly help.
--
Sneha Reddy
Sent from my iPhone",payment_issue,high,"[<ticket>] at your convenience, a late fee of rs 831,000 was charged even though my kyc was under review kindly help."
MSG021227,"Hi team, Requesting a prompt update. signature verification failed Regards.",kyc,medium,requesting a prompt update. signature verification failed
MSG021228,"Dear madam, Kindly respond at the earliest. marital status change update",kyc,medium,kindly respond at the earliest. marital status change update
MSG021229,"Just checking, foreclosure amount? Awaiting your response. https://loanserve.example.com/status?id=REF",payment_issue,low,"just checking, foreclosure amount? awaiting your response. <url>"
MSG021230,"Hello, ticket CASE-509401 — Requesting a prompt update. Please calculate the instalment for a Rs 507,000 vehicle loan Awaiting your response.
--
Lakshmi Iyer
+91 9264981851",loan_query,medium,"ticket <ticket> — requesting a prompt update. please calculate the instalment for a rs 507,000 vehicle loan"
MSG021231,"Hello, No hurry, but step up emi option there?",loan_query,low,"no hurry, but step up emi option there?"
MSG021232,Please revert within a couple of days. The website shows an error every time I try to view LA914612 Thanks in advance.,complaint,medium,please revert within a couple of days. the website shows an error every time i try to view <application_ref>
MSG021233,"Dear madam, No hurry, but processing time for personal Kindly help.",loan_query,low,"no hurry, but processing time for personal kindly help."
MSG021234,"Hi team, No hurry, but need kyc confirmation letter Kindly help.

-----Original Message-----
From: LoanServe Support
Subject: Re: your query
> Please share a scanned copy of your address proof so that we can
> proceed with the update.",kyc,low,"no hurry, but need kyc confirmation letter kindly help."
MSG021235,"Hello, Extremely urgent, please act now. Which documents do I need, my application LA984604 was rejected for papers Awaiting your response.",complaint,high,"extremely urgent, please act now. which documents do i need, my application <application_ref> was rejected for papers"
MSG021236,"Good morning, This needs to be resolved today. Please reverse the late fee of Rs 670,000 on my personal loan Awaiting your response.
--
Lakshmi Iyer
Sent from my iPhone",payment_issue,high,"this needs to be resolved today. please reverse the late fee of rs 670,000 on my personal loan"
MSG021237,Immediate attention needed. You declined my personal loan LA952032 and nobody explained why Please advise.,complaint,high,immediate attention needed. you declined my personal loan <application_ref> and nobody explained why please advise.
MSG021238,"Dear madam, I made the payment on 13-06-2026. Extremely urgent, please act now. double deduction of Rs 780,000
--
Deepa Nair
+91 7154632392",payment_issue,high,"i made the payment on 13-06-2026. extremely urgent, please act now. double deduction of rs 780,000"
MSG021239,"Good morning, Just checking, share eligibility criteria Regards.",loan_query,low,"just checking, share eligibility criteria"
MSG021240,Kindly respond at the earliest. Nobody told me which documents are needed and my application LA011882 was rejected Thanks in advance.,loan_query,medium,kindly respond at the earliest. nobody told me which documents are needed and my application <application_ref> was rejected
MSG021241,"No hurry, but kyc docs rejected why Awaiting your response.
Thanks and regards,
Anil Menon
Account holder

On 25 Jan 2026, LoanServe Support <support@loanserve.example> wrote:
> Thank you for writing in. Your request has been logged and our team
> will revert within 48 working hours.",kyc,low,"no hurry, but kyc docs rejected why"
MSG021242,"Dear sir, This needs to be resolved today. escalate LA020888 to manager Kindly help.",complaint,high,this needs to be resolved today. escalate <application_ref> to manager kindly help.
MSG021243,"Immediate attention needed. want to change emi date Kindly help.
--
Deepa Nair
Sent from my iPhone",payment_issue,high,immediate attention needed. want to change emi date kindly help.
MSG021244,"ticket SR-780335 — Please revert within a couple of days. My signature verification has failed, what do I do Please advise.",kyc,medium,"ticket <ticket> — please revert within a couple of days. my signature verification has failed, what do i do please advise."
MSG021245,"regarding TKT-384063, At your convenience, worst experience ever Awaiting your response.",complaint,low,"regarding <ticket>, at your convenience, worst experience ever"
MSG021246,[CASE-684058] Please look into this soon. docs uploaded twice already,kyc,medium,[<ticket>] please look into this soon. docs uploaded twice already
MSG021247,"Dear madam, [SR-123316] Requesting a prompt update. I want to prepay Rs 855,000 but the payment link is not working Regards.",loan_query,medium,"[<ticket>] requesting a prompt update. i want to prepay rs 855,000 but the payment link is not working"
MSG021248,"Hi team, Immediate attention needed. My vehicle loan is on hold and your team is not responding about my address proof Please confirm.
Sent from my Android device",complaint,high,immediate attention needed. my vehicle loan is on hold and your team is not responding about my address proof please confirm.
MSG021249,"Dear sir, Extremely urgent, please act now. promised callback never came Kindly help.",complaint,high,"extremely urgent, please act now. promised callback never came kindly help."
MSG021250,"Hello, Immediate attention needed. I was promised a callback about LA001248 and it never came Regards.",complaint,high,immediate attention needed. i was promised a callback about <application_ref> and it never came
MSG021251,"Dear sir, Requesting a prompt update. cannot pay this month Please advise.

On 16 Jan 2026, LoanServe Support <support@loanserve.example> wrote:
> Please share a scanned copy of your address proof so that we can
> proceed with the update.",payment_issue,medium,requesting a prompt update. cannot pay this month please advise.
MSG021252,"Hello, my reference is REF#468089. Please revert within a couple of days. Is my vehicle loan eligible for a moratorium and how do I apply Regards.",payment_issue,low,my reference is <ticket>. please revert within a couple of days. is my vehicle loan eligible for a moratorium and how do i apply
MSG021253,"Dear sir, Kindly respond at the earliest. I have lost my job and cannot pay the instalment on LA032958 Please confirm.",payment_issue,medium,kindly respond at the earliest. i have lost my job and cannot pay the instalment on <application_ref> please confirm.
MSG021254,"Good morning, At your convenience, I want to know the interest rate for a gold loan of Rs 656,000 Please advise.
Best regards,
Deepa Nair",loan_query,low,"at your convenience, i want to know the interest rate for a gold loan of rs 656,000 please advise."
MSG021255,"Dear madam, my reference is REF#520529. This is urgent. Please calculate the instalment for a Rs 52,000 gold loan Awaiting your response.",loan_query,high,"my reference is <ticket>. this is urgent. please calculate the instalment for a rs 52,000 gold loan"
MSG021256,"At your convenience, Am I eligible for a vehicle loan with a monthly income of Rs 297,000 🙏",loan_query,low,"at your convenience, am i eligible for a vehicle loan with a monthly income of rs 297,000 🙏"
MSG021257,"Good morning, Please revert within a couple of days. LA019358 pending too long
Best regards,
Ravi Kumar",complaint,medium,please revert within a couple of days. <application_ref> pending too long
MSG021258,"Dear sir, [REF#718669] Please revert within a couple of days. documents for kyc verification Kindly help.
Thanks and regards,
Sneha Reddy
Account holder",kyc,medium,[<ticket>] please revert within a couple of days. documents for kyc verification kindly help.
MSG021259,"Hi team, [TKT-381559] This is urgent. My documents for LA009741 were lost by your team and I had to resubmit Thanks in advance.",complaint,high,[<ticket>] this is urgent. my documents for <application_ref> were lost by your team and i had to resubmit
MSG021260,"Dear sir, Whenever you get a chance, app keeps crashing Regards.",complaint,low,"whenever you get a chance, app keeps crashing"
MSG021261,"Dear madam, Kindly respond at the earliest. My name is spelt incorrectly in your records for LA031745 Please advise.",kyc,medium,kindly respond at the earliest. my name is spelt incorrectly in your records for <application_ref> please advise.
MSG021262,"Dear madam, Requesting a prompt update. wrong info given by your agent Thanks in advance.
--
Imran Qureshi
Sent from my iPhone",complaint,medium,requesting a prompt update. wrong info given by your agent
MSG021263,"Good morning, Kindly respond at the earliest. kyc pending blcoking my loan Please advise.
--
Imran Qureshi
+91 7596981887",kyc,medium,kindly respond at the earliest. kyc pending blcoking my loan please advise.
MSG021264,Please treat this as urgent. need to change mobile number,kyc,high,please treat this as urgent. need to change mobile number
MSG021265,"Good morning, No hurry, but foreclosure amount? Thanks in advance.",payment_issue,low,"no hurry, but foreclosure amount?"
MSG021266,"Good morning, The cheque was deposited on 18-05-2025. Whenever you get a chance, how to complete kyc online Awaiting your response.",kyc,low,"the cheque was deposited on 18-05-2025. whenever you get a chance, how to complete kyc online"
MSG021267,"Hello, Please treat this as urgent. part payment of Rs 722,000 Regards.
Sent from my Android device",payment_issue,high,"please treat this as urgent. part payment of rs 722,000"
MSG021268,"Hi team, Please revert within a couple of days. update my address Please advise.",kyc,medium,please revert within a couple of days. update my address please advise.
MSG021269,"Requesting a prompt update. My KYC is incomplete which is why my instalment did not go through Awaiting your respose.

-----Original Message-----
From: LoanServe Support
Subject: Re: your query
> Please share a scanned copy of your address proof so that we can
> proceed with the update.",payment_issue,medium,requesting a prompt update. my kyc is incomplete which is why my instalment did not go through awaiting your respose.
MSG021270,"Dear madam, Please revert within a couple of days. submit docs by email? Kindly help.

On 6 Jun 2026 at 11:04, Customer Care <care@loanserve.example> wrote:
> Please share a scanned copy of your address proof so that we can
> proceed with the update.",kyc,medium,please revert within a couple of days. submit docs by email? kindly help.
MSG021271,"Hello, ticket REF#630083 — I cannot pay this month, please tell me if a moratorium is possible Awaiting your response.
--
Lakshmi Iyer
+91 7114406744",payment_issue,high,"ticket <ticket> — i cannot pay this month, please tell me if a moratorium is possible"
MSG021272,"Hello, Kindly respond at the earliest. The payment link you sent for LA006096 is not working Awaiting your response.",payment_issue,medium,kindly respond at the earliest. the payment link you sent for <application_ref> is not working
MSG021273,"Hi team, my reference is CASE-828508. Requesting a prompt update. I received a rejection for LA031598 with no justification Please advise.
Thanks and regards,
Priya Sharma
Account holder",complaint,medium,my reference is <ticket>. requesting a prompt update. i received a rejection for <application_ref> with no justification please advise.
MSG021274,Immediate attention needed. cheated with hidden charges Thanks in advance.,complaint,high,immediate attention needed. cheated with hidden charges
MSG021275,"Extremely urgent, please act now. staff was rude at Indore http://bit.ly/loanhelp

On 20 Jun 2026 at 11:04, Customer Care <care@loanserve.example> wrote:
> We have received your documents and they are under verification.
> No action is needed from your side at this stage.",complaint,high,"extremely urgent, please act now. staff was rude at indore <url>"
MSG021276,"Hi team, Whenever you get a chance, Which documents do I need, my application LA009326 was rejected for papers Kindly help.
Sent from my Android device",loan_query,low,"whenever you get a chance, which documents do i need, my application <application_ref> was rejected for papers kindly help."
MSG021277,"At your convenience, same issue again and again Regards.",complaint,low,"at your convenience, same issue again and again"
MSG021278,"Dear madam, I submitted the form on 23-2-2025. Please treat this as urgent. I am not receiving payment reminders and missed my EMI as a result Kindly help.",payment_issue,high,i submitted the form on 23-2-2025. please treat this as urgent. i am not receiving payment reminders and missed my emi as a result kindly help.
MSG021279,"Hi team, At your convenience, app keeps crashing Kindly help.",complaint,low,"at your convenience, app keeps crashing kindly help."
MSG021280,"Hi team, At your convenience, part payment allowed? Please confirm.",loan_query,low,"at your convenience, part payment allowed? please confirm."
MSG021281,"Hello, The last instalment cleared on 31-12-2025. At your convenience, Can I add a co-applicant to my home loan Kindly help.",loan_query,low,"the last instalment cleared on 31-12-2025. at your convenience, can i add a co-applicant to my home loan kindly help."
MSG021282,"Dear sir, [REF#710760] Please treat this as urgent. amortisation schedule please Please advise.",payment_issue,high,[<ticket>] please treat this as urgent. amortisation schedule please please advise.
MSG021283,"Hi team, ticket REF#486468 — At your convenience, outstanding balance? Regards.",payment_issue,low,"ticket <ticket> — at your convenience, outstanding balance?"
MSG021284,"Hi team, Please treat this as urgent. My registered email address needs to be changed Regards.",kyc,high,please treat this as urgent. my registered email address needs to be changed
MSG021285,"Dear madam, Just checking, passport valid as address proof? Regards.",kyc,low,"just checking, passport valid as address proof?"
MSG021286,"Hi team, I was treated very poorly at your Hyderabad branch yesterday Kindly help.",complaint,high,i was treated very poorly at your hyderabad branch yesterday kindly help.
MSG021287,"Dear sir, ticket CASE-621739 — Kindly respond at the earliest. salary delayed cannot pay Please advise.",payment_issue,medium,ticket <ticket> — kindly respond at the earliest. salary delayed cannot pay please advise.
MSG021288,"my reference is SR-120857. No hurry, but passport valid as address proof? Please confirm.
--
Priya Sharma
+91 8435606915",kyc,low,"my reference is <ticket>. no hurry, but passport valid as address proof? please confirm."
MSG021289,"Dear madam, Kindly respond at the earliest. A late fee of Rs 573,000 was charged even though my KYC was under review Awaiting your response.",payment_issue,medium,"kindly respond at the earliest. a late fee of rs 573,000 was charged even though my kyc was under review"
MSG021290,"Hi team, Please treat this as urgent. status of my kyc request Please confirm.",kyc,high,please treat this as urgent. status of my kyc request please confirm.
MSG021291,"Good morning, The cheque was deposited on 09-09-2026. Please explain the interest rate, I think I was overcharged by Rs 598,000 Thanks in advance.",complaint,high,"the cheque was deposited on 09-09-2026. please explain the interest rate, i think i was overcharged by rs 598,000"
MSG021292,"Hi team, Whenever you get a chance, docs needed for vehicle loan
Best regards,
Priya Sharma",loan_query,low,"whenever you get a chance, docs needed for vehicle loan"
MSG021293,"No hurry, but interest certificate needed Awaiting your response.",payment_issue,low,"no hurry, but interest certificate needed"
MSG021294,"Dear sir, No hurry, but I want to prepay Rs 296,000 but the payment link is not working Thanks in advance.",payment_issue,low,"no hurry, but i want to prepay rs 296,000 but the payment link is not working"
MSG021295,"Hello, Please revert within a couple of days. why Rs 832,000 deducted Awaiting your response.",complaint,medium,"please revert within a couple of days. why rs 832,000 deducted"
MSG021296,"Hello, This is urgent. update nominee details Kindly help.",kyc,high,this is urgent. update nominee details kindly help.
MSG021297,"Good morning, This needs to be resolved today. update nominee details Kindly help.",kyc,high,this needs to be resolved today. update nominee details kindly help.
MSG021298,my reference is SR-541541. Requesting a promt update. need to change mobile number Please advise. ⚠️,kyc,medium,my reference is <ticket>. requesting a promt update. need to change mobile number please advise. ⚠️
MSG021299,"Dear madam, regarding TKT-916581, Just checking, correct my name in account Please confirm.
Thanks and regards,
Lakshmi Iyer
Account holder",kyc,low,"regarding <ticket>, just checking, correct my name in account please confirm."
MSG021300,"Good morning, regarding CASE-939596, Can I submit my Aadhaar for KYC verification Kindly help.",kyc,medium,"regarding <ticket>, can i submit my aadhaar for kyc verification kindly help."
MSG021301,"Good morning, ticket REF#346137 — At your convenience, What is the usual processing time for vehicle loan sanction Kindly help.",loan_query,low,"ticket <ticket> — at your convenience, what is the usual processing time for vehicle loan sanction kindly help."
MSG021302,"Dear sir, Requesting a prompt update. What is the usual processing time for personal loan sanction Thanks in advance.",loan_query,medium,requesting a prompt update. what is the usual processing time for personal loan sanction
MSG021303,"Good morning, Whenever you get a chance, raise formal grievance Kindly help.",complaint,low,"whenever you get a chance, raise formal grievance kindly help."
