thread_id,application_reference,turn,sender,category,message_text
THR000303,LA024763,1,customer,loan_query,SR783041 - Is my gold loan eligible for a moratorium? My income has stopped for a few months and I cannot pay the emi.
THR000303,LA024763,2,agent,loan_query,"Hello, A moratorium on your gold loan is considered case by case. Interest keeps adding during the moratorium, so the tenure on your gold loan goes up. Thanks and regards."
THR000303,LA024763,3,customer,loan_query,REF205645 - I understand that the tenure will go up. What do I have to submit to apply for the moratorium? Thanks in advance.
THR000303,LA024763,4,agent,loan_query,"Dear madam, SR493325 - Please submit a written request along with proof of the income loss. The moratorium on your gold loan is decided within two working days. Thank you.
Thanks and regards,
Arjun Menon
LoanServe Support"
THR000304,LA032193,1,customer,complaint,A charge of Rs 250 has been debited on my personal loan and I was never told about this charge. Please explain why this charge was taken. Thanks in advance.
THR000304,LA032193,2,agent,complaint,This is regarding application LA032193. The charge of Rs 250 on your personal loan is a late payment charge. It was applied because the may emi was paid after the due date. https://loanserve.example.in/status
THR000304,LA032193,3,customer,complaint,My reference is LA032193. The emi was late because your own mandate failed. Why should a charge be taken from me for a failure at your end?
THR000304,LA032193,4,agent,complaint,"Dear madam, SR917865 - You are right that the mandate failure was at our end. The charge of Rs 250 is being reversed on your personal loan. https://loanserve.example.in/help/kyc
On Mon, 12 May 2026, LoanServe Support wrote:
> Please share the document once more."
THR000305,LA001412,1,customer,kyc,I was asked for a bank statement for my personal loan but I have already submitted it once. Why is the same bank statement being asked for again?
THR000305,LA001412,2,agent,kyc,"Dear customer, The bank statement you submitted earlier was against your older application. A bank statement has to be submitted again for this personal loan.
Best regards,
Meera Nair
Customer Service"
THR000305,LA001412,3,customer,kyc,That is not convenient but I will send the bank statement again. Can I bring the bank statement to the branch instead of uploading it? Awaiting your response.
THR000305,LA001412,4,agent,kyc,"REF918942 - Yes, the bank statement can be submitted at any branch. The branch will scan the bank statement and attach it to your personal loan application. Regards.
Thanks and regards,
Suresh Iyer
LoanServe Support"
THR000306,LA031081,1,customer,payment_issue,Hi My reference is LA031081. REF463427 - I want to change my emi date to the 7th of the month. My salary is credited late and the present emi date does not suit me. Awaiting your response.
THR000306,LA031081,2,agent,payment_issue,The emi date can be moved to the 7th from the next cycle. A fresh mandate is needed for the changed emi date. Thanks and regards.
THR000306,LA031081,3,customer,payment_issue,SR434761 - Please go ahead with the change. Is there any charge for changing the emi date?
THR000306,LA031081,4,agent,payment_issue,"Hello, This is regarding application LA031081. A charge of Rs 590 applies for changing the emi date. The new emi date takes effect from the next cycle."
THR000307,LA028178,1,customer,loan_query,"Dear madam, CASE156162 - I have been offered a lower rate by another bank. What is the process to transfer my home loan to that bank? Thanks.
Best regards,
Priya Sharma"
THR000307,LA028178,2,agent,loan_query,"Dear sir, This is regarding application LA028178. For a balance transfer of your home loan we issue a foreclosure letter. The other bank pays the outstanding on your home loan against that letter. Regards."
THR000307,LA028178,3,customer,loan_query,How long does the foreclosure letter take? Is there a charge for the balance transfer?
THR000307,LA028178,4,agent,loan_query,"Dear customer, The foreclosure letter is issued within five working days. There is no charge on a floating rate home loan for a balance transfer. Thanks and regards."
THR000308,LA026629,1,customer,complaint,"Hi team, My reference is LA026629. I have written about my personal loan three times and nobody has replied. This is the fourth time I am writing about the same issue. Awaitng your response."
THR000308,LA026629,2,agent,complaint,TKT292208 - We are sorry that your earlier mails on the personal loan went unanswered. Your issue has been escalated to the service manager. Thank you.
THR000308,LA026629,3,customer,complaint,"Good morning, My reference is LA026629. Escalation is fine but I still have no answer on my personal loan. When will somebody actually reply with an answer?"
THR000308,LA026629,4,agent,complaint,"Dear customer, This is regarding application LA026629. The service manager will call you on your registered number within two working days. The answer on your personal loan will be given on that call. Thank you."
THR000308,LA026629,5,customer,complaint,"Dear sir, My reference is LA026629. I received the call and the issue on my personal loan is clear now. Please close this complaint. Awaitng your response.
--
Deepa Pillai
Customer"
THR000308,LA026629,6,agent,complaint,"Dear madam, Thank you for confirming that the personal loan issue is clear. This complaint is being closed as resolved."
THR000309,LA020990,1,customer,kyc,"Dear sir, My reference is LA020990. CASE793770 - My gold loan application is on hold. The pan card I uploaded was rejected. Can you tell me why the pan card was rejected? Thank you."
THR000309,LA020990,2,agent,kyc,"Dear customer, This is regarding application LA020990. SR264291 - The pan card was rejected because the scanned copy was not clearly readable. Please upload a fresh copy of the pan card from your registered login. Regards."
THR000309,LA020990,3,customer,kyc,"My reference is LA020990. REF471530 - I have uploaded the pan card again today. How many days does pan card verification take?
On Mon, 12 May 2026, LoanServe Support wrote:
> Please share the document once more.
Thanks and regards,
Anita Desai"
THR000309,LA020990,4,agent,kyc,"Dear customer, This is regarding application LA020990. Your pan card is now under verification. A fresh pan card is normally verified within seven working days. Thanks and regards."
THR000309,LA020990,5,customer,kyc,"Will my gold loan sanction be delayed because the pan card was rejected once? Thanks.
On Mon, 12 May 2026, LoanServe Support wrote:
> Please share the document once more."
THR000309,LA020990,6,agent,kyc,"This is regarding application LA020990. SR351500 - The gold loan sanction will move ahead as soon as the pan card is verified. No further delay is expected on your gold loan application. Regards.
Thanks and regards,
Anita Desai
LoanServe Support"
THR000310,LA021463,1,customer,payment_issue,"My reference is LA021463. I want to prepay Rs 50,000 on my home loan. Does a part prepayment reduce the emi or the tenure? Awaiting your response.
--
Vikram Rao
Customer"
THR000310,LA021463,2,agent,payment_issue,"Dear customer, TKT959196 - A part prepayment of Rs 50,000 can reduce either the emi or the tenure on your home loan. You have to tell us which of the two you want. Thank you."
THR000310,LA021463,3,customer,payment_issue,"Dear madam, My reference is LA021463. Please reduce the tenure and keep the emi as it is. Is there a prepayment charge on my home loan?
Thanks and regards,
Priya Sharma"
THR000310,LA021463,4,agent,payment_issue,"Dear customer, There is no prepayment charge on a floating rate home loan. The tenure will reduce once the prepayment of Rs 50,000 is received. Thank you."
THR000311,LA006632,1,customer,loan_query,I have been offered a lower rate by another bank. What is the process to transfer my gold loan to that bank? www.loanserve.example.in/upload Awaiting your response.
THR000311,LA006632,2,agent,loan_query,TKT838182 - For a balance transfer of your gold loan we issue a foreclosure letter. The other bank pays the outstanding on your gold loan against that letter.
THR000311,LA006632,3,customer,loan_query,"Hi team, My reference is LA006632. How long does the foreclosure letter take? Is there a charge for the balance transfer?"
THR000311,LA006632,4,agent,loan_query,"SR774198 - The foreclosure letter is issued within five working days. There is no charge on a floating rate gold loan for a balance transfer. Thank you.
Best regards,
Rohit Kulkarni
Customer Service"
THR000311,LA006632,5,customer,loan_query,"Hello, Please issue the foreclosure letter for my gold loan. Where will the letter be sent? Thanks.
--
Suresh Iyer
Customer"
THR000311,LA006632,6,agent,loan_query,"Dear madam, This is regarding application LA006632. SR153329 - The foreclosure letter will be sent to your registered email. A copy of the letter can also be collected from the branch. Thanks and regards.
Best regards,
Vikram Rao
Customer Service"
THR000312,LA030231,1,customer,complaint,Hi My reference is LA030231. SR686762 - A charge of Rs 500 has been debited on my gold loan and I was never told about this charge. Please explain why this charge was taken.
THR000312,LA030231,2,agent,complaint,"Dear madam, This is regarding application LA030231. TKT376457 - The charge of Rs 500 on your gold loan is a late payment charge. It was applied because the august emi was paid after the due date. www.loanserve.example.in/upload Thank you.
Best regards,
Suresh Iyer
Customer Service"
THR000312,LA030231,3,customer,complaint,"Hi team, TKT953311 - The emi was late because your own mandate failed. Why should a charge be taken from me for a failure at your end? Awaiting your response."
THR000312,LA030231,4,agent,complaint,"Dear sir, This is regarding application LA030231. You are right that the mandate failure was at our end. The charge of Rs 500 is being reversed on your gold loan. Thanks and regards.
On Mon, 12 May 2026, LoanServe Support wrote:
> Please share the document once more.
Thanks and regards,
Priya Sharma
LoanServe Support"
THR000313,LA011366,1,customer,kyc,"Dear sir, My kyc is showing as incomplete on my personal loan. The name printed on my pan card does not match the name in your records. Regards."
THR000313,LA011366,2,agent,kyc,"Dear madam, REF536010 - The name mismatch on your pan card is the reason the kyc is incomplete. Please share a pan card that carries the corrected name.
Best regards,
Suresh Iyer
Customer Service"
THR000313,LA011366,3,customer,kyc,My reference is LA011366. I have attached the corrected pan card with the right name. Does anything else have to change for the kyc? Awaiting your response.
THR000313,LA011366,4,agent,kyc,"REF765651 - The corrected pan card has been received and sent for checking. Nothing else is pending on your kyc right now. Regards.
Best regards,
Rahul Verma
Customer Service"
THR000313,LA011366,5,customer,kyc,"My reference is LA011366. How will I know when the kyc is marked complete?
On Mon, 12 May 2026, LoanServe Support wrote:
> Please share the document once more."
THR000313,LA011366,6,agent,kyc,"Dear madam, You will get an sms as soon as the kyc is marked complete. The kyc status also shows on your personal loan application page. Regards.
On Mon, 12 May 2026, LoanServe Support wrote:
> Please share the document once more."
THR000314,LA015069,1,customer,payment_issue,"Respected sir, My emi for july has bounced. There was enough balance in my bank account on the emi date. Regards."
THR000314,LA015069,2,agent,payment_issue,"Dear customer, REF702165 - The emi bounced because the mandate on your bank account has expired. A fresh mandate has to be registered before the next emi is presented. Regards.
Best regards,
Vikram Rao
Customer Service"
THR000314,LA015069,3,customer,payment_issue,"Dear madam, My reference is LA015069. How do I register a fresh mandate for the emi? Will a bounce charge be applied on this emi?"
THR000314,LA015069,4,agent,payment_issue,"Dear customer, TKT148887 - A fresh mandate can be registered from your login under the emi section. The bounce charge of Rs 250 has been waived on this emi.
Best regards,
Kavita Joshi
Customer Service"
THR000314,LA015069,5,customer,payment_issue,TKT204346 - I have registered the fresh mandate today. Will the july emi be presented once more? Regards.
THR000314,LA015069,6,agent,payment_issue,"This is regarding application LA015069. The july emi will be presented again once the fresh mandate is active. No further action is needed from your side on the emi. Thanks and regards.
On Mon, 12 May 2026, LoanServe Support wrote:
> Please share the document once more."
THR000315,LA005495,1,customer,loan_query,"Good morning, My reference is LA005495. Is my gold loan eligible for a moratorium? My income has stopped for a few months and I cannot pay the emi."
THR000315,LA005495,2,agent,loan_query,"Dear sir, CASE371133 - A moratorium on your gold loan is considered case by case. Interest keeps adding during the moratorium, so the tenure on your gold loan goes up. Thanks and regards."
THR000315,LA005495,3,customer,loan_query,"Hi team, My reference is LA005495. REF360674 - I understand that the tenure will go up. What do I have to submit to apply for the moratorium? Thank you."
THR000315,LA005495,4,agent,loan_query,"Dear madam, This is regarding application LA005495. Please submit a written request along with proof of the income loss. The moratorium on your gold loan is decided within seven working days. Regards.
Best regards,
Kavita Joshi
Customer Service"
THR000316,LA010134,1,customer,complaint,"Dear sir, A charge of Rs 750 has been debited on my vehicle loan and I was never told about this charge. Please explain why this charge was taken. Thank you.
Thanks and regards,
Vikram Rao"
THR000316,LA010134,2,agent,complaint,"TKT450625 - The charge of Rs 750 on your vehicle loan is a late payment charge. It was applied because the february emi was paid after the due date. Thanks and regards.
Thanks and regards,
Suresh Iyer
LoanServe Support"
THR000316,LA010134,3,customer,complaint,My reference is LA010134. SR432392 - The emi was late because your own mandate failed. Why should a charge be taken from me for a failure at your end?
THR000316,LA010134,4,agent,complaint,This is regarding application LA010134. CASE166950 - You are right that the mandate failure was at our end. The charge of Rs 750 is being reversed on your vehicle loan. Thank you.
THR000317,LA025085,1,customer,kyc,I was asked for a salary slip for my gold loan but I have already submitted it once. Why is the same salary slip being asked for again?
THR000317,LA025085,2,agent,kyc,"Dear madam, This is regarding application LA025085. The salary slip you submitted earlier was against your older application. A salary slip has to be submitted again for this gold loan. Regards.
Thanks and regards,
Meera Nair
LoanServe Support"
THR000317,LA025085,3,customer,kyc,"Hi team, My reference is LA025085. That is not convenient but I will send the salary slip again. Can I bring the salary slip to the branch instead of uploading it?"
THR000317,LA025085,4,agent,kyc,"Dear customer, Yes, the salary slip can be submitted at any branch. The branch will scan the salary slip and attach it to your gold loan application.
Best regards,
Kavita Joshi
Customer Service"
THR000318,LA005184,1,customer,payment_issue,I want to change my emi date to the 7th of the month. My salary is credited late and the present emi date does not suit me.
THR000318,LA005184,2,agent,payment_issue,"Hello, The emi date can be moved to the 7th from the next cycle. A fresh mandate is needed for the changed emi date. Regards.
Thanks and regards,
Kavita Joshi
LoanServe Support"
THR000318,LA005184,3,customer,payment_issue,"Hi team, TKT411035 - Please go ahead with the change. Is there any charge for changing the emi date? Thanks.
Thanks and regards,
Rahul Verma"
THR000318,LA005184,4,agent,payment_issue,"A charge of Rs 250 applies for changing the emi date. The new emi date takes effect from the next cycle. Thanks and regards.
Thanks and regards,
Meera Nair
LoanServe Support"
THR000318,LA005184,5,customer,payment_issue,"Dear madam, The charge is acceptable to me. When will the new emi date show in my account?"
THR000318,LA005184,6,agent,payment_issue,"The new emi date will show in your account once the fresh mandate is active. Your emi amount does not change.
Thanks and regards,
Kavita Joshi
LoanServe Support"
THR000319,LA015474,1,customer,loan_query,"Respected sir, REF408465 - Is my personal loan eligible for a moratorium? My income has stopped for a few months and I cannot pay the emi. Thanks."
THR000319,LA015474,2,agent,loan_query,"Dear customer, A moratorium on your personal loan is considered case by case. Interest keeps adding during the moratorium, so the tenure on your personal loan goes up. Thank you."
THR000319,LA015474,3,customer,loan_query,"Hello, My reference is LA015474. I understand that the tenure will go up. What do I have to submit to apply for the moratorium? Thanks."
THR000319,LA015474,4,agent,loan_query,This is regarding application LA015474. Please submit a written request along with proof of the income loss. The moratorium on your personal loan is decided within five working days. https://loanserve.example.in/status Regards.
THR000320,LA032016,1,customer,complaint,My reference is LA032016. SR348136 - I have written about my gold loan three times and nobody has replied. This is the fourth time I am writing about the same issue. https://loanserve.example.in/help/kyc
THR000320,LA032016,2,agent,complaint,"Dear madam, This is regarding application LA032016. REF412720 - We are sorry that your earlier mails on the gold loan went unanswered. Your issue has been escalated to the service manager. www.loanserve.example.in/upload Thanks and regards."
THR000320,LA032016,3,customer,complaint,"Dear madam, My reference is LA032016. CASE425325 - Escalation is fine but I still have no answer on my gold loan. When will somebody actually reply with an answer? Awaiting your response."
THR000320,LA032016,4,agent,complaint,"Dear customer, This is regarding application LA032016. The service manager will call you on your registered number within seven working days. The answer on your gold loan will be given on that call. Thanks and regards.
Thanks and regards,
Deepa Pillai
LoanServe Support"
THR000320,LA032016,5,customer,complaint,I received the call and the issue on my gold loan is clear now. Please close this complaint.
THR000320,LA032016,6,agent,complaint,"Dear customer, Thank you for confirming that the gold loan issue is clear. This complaint is being closed as resolved. Thank you.
Best regards,
Rahul Verma
Customer Service"
THR000321,LA013911,1,customer,kyc,"Dear madam, CASE411141 - I was asked for a address proof for my gold loan but I have already submitted it once. Why is the same address proof being asked for again?"
THR000321,LA013911,2,agent,kyc,"Hello, This is regarding application LA013911. The address proof you submitted earlier was against your older application. A address proof has to be submitted again for this gold loan. Thank you."
THR000321,LA013911,3,customer,kyc,"Hi team, My reference is LA013911. That is not convenient but I will send the address proof again. Can I bring the address proof to the branch instead of uploading it? Awaitng your response."
THR000321,LA013911,4,agent,kyc,"Dear customer, This is regarding application LA013911. Yes, the address proof can be submitted at any branch. The branch will scan the address proof and attach it to your gold loan application.
Best regards,
Anita Desai
Customer Service"
THR000322,LA010831,1,customer,payment_issue,My reference is LA010831. I want to change my emi date to the 5th of the month. My salary is credited late and the present emi date does not suit me.
THR000322,LA010831,2,agent,payment_issue,"Dear customer, This is regarding application LA010831. The emi date can be moved to the 5th from the next cycle. A fresh mandate is needed for the changed emi date. Regards.
Thanks and regards,
Meera Nair
LoanServe Support"
THR000322,LA010831,3,customer,payment_issue,"TKT326213 - Please go ahead with the change. Is there any charge for changing the emi date? Thanks.
On Mon, 12 May 2026, LoanServe Support wrote:
> Please share the document once more."
THR000322,LA010831,4,agent,payment_issue,"This is regarding application LA010831. TKT801851 - A charge of Rs 750 applies for changing the emi date. The new emi date takes effect from the next cycle. Thanks and regards.
Best regards,
Vikram Rao
Customer Service"
THR000323,LA013587,1,customer,loan_query,"Dear sir, CASE842395 - Is my personal loan eligible for a moratorium? My income has stopped for a few months and I cannot pay the emi. Thanks."
THR000323,LA013587,2,agent,loan_query,"SR523251 - A moratorium on your personal loan is considered case by case. Interest keeps adding during the moratorium, so the tenure on your personal loan goes up. Thanks and regards.
Best regards,
Anita Desai
Customer Service"
THR000323,LA013587,3,customer,loan_query,"TKT277923 - I understand that the tenure will go up. What do I have to submit to apply for the moratorium?
On Mon, 12 May 2026, LoanServe Support wrote:
> Please share the document once more."
THR000323,LA013587,4,agent,loan_query,"Hello, This is regarding application LA013587. Please submit a written request along with proof of the income loss. The moratorium on your personal loan is decided within two working days. https://loanserve.example.in/help/kyc"
THR000324,LA011856,1,customer,complaint,"Respected sir, My reference is LA011856. A charge of Rs 250 has been debited on my gold loan and I was never told about this charge. Please explain why this charge was taken.
Thanks and regards,
Deepa Pillai"
THR000324,LA011856,2,agent,complaint,"This is regarding application LA011856. The charge of Rs 250 on your gold loan is a late payment charge. It was applied because the february emi was paid after the due date.
Thanks and regards,
Priya Sharma
LoanServe Support"
THR000324,LA011856,3,customer,complaint,CASE366593 - The emi was late because your own mandate failed. Why should a charge be taken from me for a failure at your end? Awaiting your response.
THR000324,LA011856,4,agent,complaint,"Dear sir, REF303586 - You are right that the mandate failure was at our end. The charge of Rs 250 is being reversed on your gold loan. Regards."
THR000325,LA021375,1,customer,kyc,I was asked for a income proof for my home loan but I have already submitted it once. Why is the same income proof being asked for again?
THR000325,LA021375,2,agent,kyc,"Hello, This is regarding application LA021375. CASE627039 - The income proof you submitted earlier was against your older application. A income proof has to be submitted again for this home loan. Thank you."
THR000325,LA021375,3,customer,kyc,REF518799 - That is not convenient but I will send the income proof again. Can I bring the income proof to the branch instead of uploading it?
THR000325,LA021375,4,agent,kyc,"Hello, TKT741477 - Yes, the income proof can be submitted at any branch. The branch will scan the income proof and attach it to your home loan application. https://loanserve.example.in/status Thank you."
THR000326,LA022713,1,customer,payment_issue,"Hello, CASE288157 - I want to change my emi date to the 7th of the month. My salary is credited late and the present emi date does not suit me. https://loanserve.example.in/status Thanks in advance."
THR000326,LA022713,2,agent,payment_issue,"Dear customer, The emi date can be moved to the 7th from the next cycle. A fresh mandate is needed for the changed emi date. Thank you."
THR000326,LA022713,3,customer,payment_issue,Dear Sir My reference is LA022713. Please go ahead with the change. Is there any charge for changing the emi date? https://loanserve.example.in/status
THR000326,LA022713,4,agent,payment_issue,A charge of Rs 750 applies for changing the emi date. The new emi date takes effect from the next cycle. Thank you.
THR000327,LA027041,1,customer,loan_query,My reference is LA027041. I already hold a home loan with you. Am I eligible for a top up on the same home loan? Thanks.
THR000327,LA027041,2,agent,loan_query,"Hello, A top up on your home loan is possible after twelve emis have been paid on time. Your home loan has eighteen emis paid so far. Thanks and regards."
THR000327,LA027041,3,customer,loan_query,Every emi on that home loan has been paid on time. What top up amount can I expect? www.loanserve.example.in/upload Awaitng your response.
THR000327,LA027041,4,agent,loan_query,"This is regarding application LA027041. REF535857 - The top up amount depends on the outstanding on your home loan and on your income. A top up of about Rs 200,000 looks possible on your home loan. Thank you."
THR000327,LA027041,5,customer,loan_query,"Good morning, TKT731028 - Rs 200,000 would work for me. Which documents are needed for the top up? Awaiting your response.
On Mon, 12 May 2026, LoanServe Support wrote:
> Please share the document once more."
THR000327,LA027041,6,agent,loan_query,"Dear madam, For the top up we need your latest income proof and bank statement. The home loan documents already with us do not have to be given again. Thanks and regards.
Best regards,
Kavita Joshi
Customer Service"
THR000328,LA011734,1,customer,complaint,I have written about my personal loan three times and nobody has replied. This is the fourth time I am writing about the same issue.
THR000328,LA011734,2,agent,complaint,"Dear sir, We are sorry that your earlier mails on the personal loan went unanswered. Your issue has been escalated to the service manager. Regards.
Thanks and regards,
Arjun Menon
LoanServe Support"
THR000328,LA011734,3,customer,complaint,"Respected sir, My reference is LA011734. Escalation is fine but I still have no answer on my personal loan. When will somebody actually reply with an answer? www.loanserve.example.in/upload Thanks."
THR000328,LA011734,4,agent,complaint,"Dear madam, This is regarding application LA011734. The service manager will call you on your registered number within two working days. The answer on your personal loan will be given on that call. Regards."
THR000329,LA011172,1,customer,kyc,"Hello, My reference is LA011172. My kyc is showing as incomplete on my personal loan. The name printed on my salary slip does not match the name in your records. Thanks in advance.
Best regards,
Rohit Kulkarni"
THR000329,LA011172,2,agent,kyc,"Hello, This is regarding application LA011172. The name mismatch on your salary slip is the reason the kyc is incomplete. Please share a salary slip that carries the corrected name. Thank you.
Thanks and regards,
Deepa Pillai
LoanServe Support"
THR000329,LA011172,3,customer,kyc,My reference is LA011172. I have attached the corrected salary slip with the right name. Does anything else have to change for the kyc?
THR000329,LA011172,4,agent,kyc,"The corrected salary slip has been received and sent for checking. Nothing else is pending on your kyc right now. Regards.
On Mon, 12 May 2026, LoanServe Support wrote:
> Please share the document once more."
THR000329,LA011172,5,customer,kyc,"How will I know when the kyc is marked complete?
--
Vikram Rao
Customer"
THR000329,LA011172,6,agent,kyc,"Dear madam, This is regarding application LA011172. You will get an sms as soon as the kyc is marked complete. The kyc status also shows on your personal loan application page. Thanks and regards."
THR000330,LA021086,1,customer,payment_issue,"Hello, My reference is LA021086. I want to change my emi date to the 15th of the month. My salary is credited late and the present emi date does not suit me."
THR000330,LA021086,2,agent,payment_issue,"REF337339 - The emi date can be moved to the 15th from the next cycle. A fresh mandate is needed for the changed emi date.
Best regards,
Arjun Menon
Customer Service"
THR000330,LA021086,3,customer,payment_issue,"Hi team, Please go ahead with the change. Is there any charge for changing the emi date? Awaitng your response.
On Mon, 12 May 2026, LoanServe Support wrote:
> Please share the document once more.
--
Deepa Pillai
Customer"
THR000330,LA021086,4,agent,payment_issue,"Dear customer, This is regarding application LA021086. A charge of Rs 590 applies for changing the emi date. The new emi date takes effect from the next cycle.
Thanks and regards,
Suresh Iyer
LoanServe Support"
THR000330,LA021086,5,customer,payment_issue,My reference is LA021086. The charge is acceptable to me. When will the new emi date show in my account?
THR000330,LA021086,6,agent,payment_issue,"Hello, This is regarding application LA021086. TKT352192 - The new emi date will show in your account once the fresh mandate is active. Your emi amount does not change. Regards.
Best regards,
Anita Desai
Customer Service"
THR000331,LA028073,1,customer,loan_query,I have been offered a lower rate by another bank. What is the process to transfer my personal loan to that bank?
THR000331,LA028073,2,agent,loan_query,This is regarding application LA028073. For a balance transfer of your personal loan we issue a foreclosure letter. The other bank pays the outstanding on your personal loan against that letter. Regards.
THR000331,LA028073,3,customer,loan_query,SR537845 - How long does the foreclosure letter take? Is there a charge for the balance transfer?
THR000331,LA028073,4,agent,loan_query,"Dear madam, TKT231824 - The foreclosure letter is issued within five working days. There is no charge on a floating rate personal loan for a balance transfer.
On Mon, 12 May 2026, LoanServe Support wrote:
> Please share the document once more."
THR000331,LA028073,5,customer,loan_query,"Respected sir, My reference is LA028073. Please issue the foreclosure letter for my personal loan. Where will the letter be sent? www.loanserve.example.in/upload Thanks.
Thanks and regards,
Meera Nair"
THR000331,LA028073,6,agent,loan_query,This is regarding application LA028073. The foreclosure letter will be sent to your registered email. A copy of the letter can also be collected from the branch. Regards.
THR000332,LA010596,1,customer,complaint,"Dear madam, My reference is LA010596. TKT334948 - The branch told me one interest rate on my personal loan and the sanction letter shows a different rate. I was given wrong information at the branch. https://loanserve.example.in/help/kyc
--
Arjun Menon
Customer"
THR000332,LA010596,2,agent,complaint,"Hello, TKT797325 - We are sorry about the wrong information on your personal loan rate. The rate in the sanction letter is the rate that applies to your personal loan."
THR000332,LA010596,3,customer,complaint,Then why was a lower rate quoted to me at the branch? I took the personal loan only because of the rate I was quoted. Thanks in advance.
THR000332,LA010596,4,agent,complaint,"Dear sir, This is regarding application LA010596. The rate quoted to you was the card rate before your profile was scored. Your personal loan rate has been sent for review by the credit team. Thanks and regards."
THR000333,LA029192,1,customer,kyc,"My gold loan application is on hold. The pan card I uploaded was rejected. Can you tell me why the pan card was rejected?
Best regards,
Vikram Rao"
THR000333,LA029192,2,agent,kyc,"Hello, SR742026 - The pan card was rejected because the scanned copy was not clearly readable. Please upload a fresh copy of the pan card from your registered login. Thank you.
Best regards,
Kavita Joshi
Customer Service"
THR000333,LA029192,3,customer,kyc,"Respected sir, I have uploaded the pan card again today. How many days does pan card verification take?"
THR000333,LA029192,4,agent,kyc,"Dear customer, Your pan card is now under verification. A fresh pan card is normally verified within five working days. https://loanserve.example.in/status Regards."
THR000334,LA008066,1,customer,payment_issue,"Good morning, TKT875931 - I want to change my emi date to the 7th of the month. My salary is credited late and the present emi date does not suit me.
--
Kavita Joshi
Customer"
THR000334,LA008066,2,agent,payment_issue,"This is regarding application LA008066. REF770185 - The emi date can be moved to the 7th from the next cycle. A fresh mandate is needed for the changed emi date. Regards.
Best regards,
Deepa Pillai
Customer Service"
THR000334,LA008066,3,customer,payment_issue,Please go ahead with the change. Is there any charge for changing the emi date?
THR000334,LA008066,4,agent,payment_issue,"This is regarding application LA008066. SR403543 - A charge of Rs 1180 applies for changing the emi date. The new emi date takes effect from the next cycle. Thanks and regards.
On Mon, 12 May 2026, LoanServe Support wrote:
> Please share the document once more."
THR000334,LA008066,5,customer,payment_issue,"Hello, The charge is acceptable to me. When will the new emi date show in my account? Awaiting your response."
THR000334,LA008066,6,agent,payment_issue,"Dear madam, CASE507451 - The new emi date will show in your account once the fresh mandate is active. Your emi amount does not change. Thanks and regards."
THR000335,LA008413,1,customer,loan_query,"I have been offered a lower rate by another bank. What is the process to transfer my gold loan to that bank? https://loanserve.example.in/help/kyc Regards.
--
Arjun Menon
Customer"
THR000335,LA008413,2,agent,loan_query,"This is regarding application LA008413. For a balance transfer of your gold loan we issue a foreclosure letter. The other bank pays the outstanding on your gold loan against that letter. Thanks and regards.
Thanks and regards,
Kavita Joshi
LoanServe Support"
THR000335,LA008413,3,customer,loan_query,Hi My reference is LA008413. How long does the foreclosure letter take? Is there a charge for the balance transfer?
THR000335,LA008413,4,agent,loan_query,This is regarding application LA008413. SR878422 - The foreclosure letter is issued within three working days. There is no charge on a floating rate gold loan for a balance transfer. Thanks and regards.
THR000335,LA008413,5,customer,loan_query,"Hi team, REF107599 - Please issue the foreclosure letter for my gold loan. Where will the letter be sent?
On Mon, 12 May 2026, LoanServe Support wrote:
> Please share the document once more.
Thanks and regards,
Meera Nair"
THR000335,LA008413,6,agent,loan_query,The foreclosure letter will be sent to your registered email. A copy of the letter can also be collected from the branch. Thank you.
THR000336,LA012375,1,customer,complaint,My reference is LA012375. CASE570436 - A charge of Rs 500 has been debited on my home loan and I was never told about this charge. Please explain why this charge was taken. Thanks.
THR000336,LA012375,2,agent,complaint,"This is regarding application LA012375. REF829521 - The charge of Rs 500 on your home loan is a late payment charge. It was applied because the may emi was paid after the due date. Thanks and regards.
Thanks and regards,
Arjun Menon
LoanServe Support"
THR000336,LA012375,3,customer,complaint,"My reference is LA012375. The emi was late because your own mandate failed. Why should a charge be taken from me for a failure at your end?
On Mon, 12 May 2026, LoanServe Support wrote:
> Please share the document once more."
THR000336,LA012375,4,agent,complaint,"Hello, This is regarding application LA012375. You are right that the mandate failure was at our end. The charge of Rs 500 is being reversed on your home loan. Thanks and regards."
THR000337,LA032813,1,customer,kyc,"Hello, My kyc is showing as incomplete on my personal loan. The name printed on my salary slip does not match the name in your records. Awaitng your response.
Sent from my iPhone"
THR000337,LA032813,2,agent,kyc,The name mismatch on your salary slip is the reason the kyc is incomplete. Please share a salary slip that carries the corrected name. Regards.
THR000337,LA032813,3,customer,kyc,"I have attached the corrected salary slip with the right name. Does anything else have to change for the kyc? Regards.
--
Rahul Verma
Customer"
THR000337,LA032813,4,agent,kyc,"Hello, This is regarding application LA032813. The corrected salary slip has been received and sent for checking. Nothing else is pending on your kyc right now. Thanks and regards.
Thanks and regards,
Vikram Rao
LoanServe Support"
THR000337,LA032813,5,customer,kyc,"Respected sir, My reference is LA032813. How will I know when the kyc is marked complete? Awaitng your response.
--
Rahul Verma
Customer"
THR000337,LA032813,6,agent,kyc,"Dear customer, This is regarding application LA032813. You will get an sms as soon as the kyc is marked complete. The kyc status also shows on your personal loan application page. https://loanserve.example.in/status Regards.
Thanks and regards,
Arjun Menon
LoanServe Support"
